Acession;Virus;Genotype;Country;Date;Size
MG894973;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894974;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894975;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2011;1485
MG894976;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894977;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894978;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2011;1485
MG894979;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894980;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2011;1485
MG894981;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2011;1485
MG894982;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894983;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2011;1485
MG894984;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2011;1485
MG894985;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894986;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894987;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894988;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894989;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894990;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894991;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894992;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894993;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2011;1485
MG894994;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
MG894995;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG894996;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG894997;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG894998;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG894999;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895000;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895001;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895002;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895003;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895004;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895005;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895006;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895007;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2012;1485
MG895008;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895009;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895010;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895011;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895012;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2012;1485
MG895013;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2012;1485
MG895014;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2012;1485
MG895015;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2012;1485
MG895016;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895017;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895018;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895019;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895020;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895021;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895022;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895023;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895024;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895025;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895026;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895027;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895028;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895029;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895030;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895031;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895032;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895033;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895034;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895035;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895036;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895037;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895038;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895039;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895040;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895041;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895042;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895043;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895044;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895045;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895046;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895047;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895048;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895049;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895050;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895051;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895052;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2013;1485
MG895053;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895054;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2013;1485
MG895055;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895056;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895057;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895058;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895059;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895060;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895061;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895062;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895063;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895064;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895065;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895066;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895067;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895068;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895069;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895070;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895071;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2014;1485
MG895072;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895073;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895074;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2014;1485
MG895075;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895076;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895077;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895078;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895079;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895080;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895081;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895082;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895083;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895084;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895085;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895086;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895087;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895088;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895089;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895090;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895091;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895092;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895093;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895094;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895095;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895096;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895097;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895098;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895099;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895100;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895101;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895102;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895103;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895104;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895105;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895106;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895107;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895108;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895109;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895110;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895111;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895112;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895113;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895114;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895115;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895116;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895117;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895118;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895119;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895120;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895121;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895122;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895123;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895124;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895125;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895126;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895127;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895128;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895129;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895130;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2015;1485
MG895131;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG895132;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895133;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895134;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895135;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895136;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895137;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895138;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895139;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895140;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895141;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895142;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895143;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895144;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895145;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895146;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895147;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895148;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895149;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895150;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895151;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895152;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2016;1485
MG895153;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895154;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2016;1485
MG895155;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895156;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2016;1485
MG895157;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895158;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2016;1485
MG895159;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895160;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895161;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2016;1485
MG895162;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895163;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895164;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895165;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895166;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895167;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2016;1485
MG895168;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895169;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895170;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895171;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895172;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2016;1485
MG895173;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2015;1485
MG937762;Dengue Serotype 2;Could not assign;Ghana;2017;486
MG937763;Dengue Serotype 2;Could not assign;Ghana;2017;442
MG967223;Dengue Serotype 2;Genotype II - Cosmopolitan;Tuvalu;2014;1485
MG967224;Dengue Serotype 2;Genotype II - Cosmopolitan;Tuvalu;2014;1485
MG967225;Dengue Serotype 2;Genotype II - Cosmopolitan;Tuvalu;2014;1485
MG967226;Dengue Serotype 2;Genotype II - Cosmopolitan;Fiji;2015;1485
MG967227;Dengue Serotype 2;Genotype II - Cosmopolitan;Fiji;2015;1485
MG967228;Dengue Serotype 2;Genotype II - Cosmopolitan;Fiji;2015;1485
MG967229;Dengue Serotype 2;Genotype II - Cosmopolitan;Fiji;2016;1485
MG967230;Dengue Serotype 2;Genotype II - Cosmopolitan;Fiji;2017;1485
MG967231;Dengue Serotype 2;Genotype II - Cosmopolitan;Fiji;2017;1485
MG973728;Dengue Serotype 2;Could not assign;India;2017;499
MG973729;Dengue Serotype 2;Could not assign;India;2017;498
MG973730;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2017;498
MG973731;Dengue Serotype 2;Could not assign;India;2017;510
MG973732;Dengue Serotype 2;Could not assign;India;2017;484
MG973733;Dengue Serotype 2;Could not assign;India;2017;509
MG973734;Dengue Serotype 2;Could not assign;India;2017;496
MG973735;Dengue Serotype 2;Could not assign;India;2017;502
MG973736;Dengue Serotype 2;Could not assign;India;2017;499
MG973737;Dengue Serotype 2;Could not assign;India;2017;499
MH010605;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010606;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010607;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010608;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010609;Dengue Serotype 2;Genotype V - Asian I;China;2017;1485
MH010610;Dengue Serotype 2;Genotype V - Asian I;China;2017;1485
MH010611;Dengue Serotype 2;Genotype V - Asian I;China;2017;1485
MH010612;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010613;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010614;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010615;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010616;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010617;Dengue Serotype 2;Genotype V - Asian I;China;2017;1485
MH010618;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010619;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010620;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010621;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010622;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010623;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010624;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010625;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010626;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010627;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010628;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH010630;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH039598;Dengue Serotype 2;Could not assign;India;2016;381
MH039599;Dengue Serotype 2;Could not assign;India;2016;381
MH039600;Dengue Serotype 2;Could not assign;India;2016;381
MH039601;Dengue Serotype 2;Could not assign;India;2016;381
MH039602;Dengue Serotype 2;Could not assign;India;2016;381
MH039603;Dengue Serotype 2;Could not assign;India;2016;381
MH039604;Dengue Serotype 2;Could not assign;India;2016;381
MH039605;Dengue Serotype 2;Could not assign;India;2016;381
MH039606;Dengue Serotype 2;Could not assign;India;2016;381
MH039607;Dengue Serotype 2;Could not assign;India;2016;381
MH039608;Dengue Serotype 2;Could not assign;India;2016;381
MH039609;Dengue Serotype 2;Could not assign;India;2016;381
MH039610;Dengue Serotype 2;Could not assign;India;2016;381
MH039611;Dengue Serotype 2;Could not assign;India;2016;381
MH051272;Dengue Serotype 2;Could not assign;India;2016;449
MH051273;Dengue Serotype 2;Could not assign;India;2016;449
MH051274;Dengue Serotype 2;Could not assign;India;2016;449
MH051275;Dengue Serotype 2;Could not assign;India;2016;449
MH069495;Dengue Serotype 2;Could not assign;Venezuela;2015;10619
MH069496;Dengue Serotype 2;Could not assign;Venezuela;2015;10694
MH069497;Dengue Serotype 2;Could not assign;Venezuela;2015;10711
MH069498;Dengue Serotype 2;Could not assign;Venezuela;2015;10704
MH069499;Dengue Serotype 2;Could not assign;Venezuela;2015;10712
MH077528;Dengue Serotype 2;Could not assign;India;2016;654
MH077529;Dengue Serotype 2;Could not assign;India;2016;654
MH077530;Dengue Serotype 2;Could not assign;India;2016;654
MH077531;Dengue Serotype 2;Could not assign;India;2016;654
MH077532;Dengue Serotype 2;Could not assign;India;2016;654
MH077533;Dengue Serotype 2;Could not assign;India;2016;654
MH077534;Dengue Serotype 2;Could not assign;India;2016;654
MH077535;Dengue Serotype 2;Could not assign;India;2016;654
MH077536;Dengue Serotype 2;Could not assign;India;2016;654
MH110604;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH110605;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH110606;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MH110607;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
